line	trial	thousand_kernel_weight
'JAY'	GRINcore_2009_Lab_Aberdeen	35.7
'MOTIA'	GRINcore_2009_Lab_Aberdeen	41.1
'CABILDOFEN'	GRINcore_2009_Lab_Aberdeen	56.1
'CANDEAL_AMERICANO'	GRINcore_2009_Lab_Aberdeen	46.9
'CANDEALFEN4'	GRINcore_2009_Lab_Aberdeen	57.5
'12:61-7T-16T-1B-10T-2B-2T'	GRINcore_2009_Lab_Aberdeen	56.1
'12:61-8T-5T-2AT-2B-1T-1B'	GRINcore_2009_Lab_Aberdeen	42.4
'PW3'	GRINcore_2009_Lab_Aberdeen	33
'ABYSSINICUM'	GRINcore_2009_Lab_Aberdeen	45.2
'AFFINE'	GRINcore_2009_Lab_Aberdeen	40.9
'ALBO-OBSCURUM'	GRINcore_2009_Lab_Aberdeen	49.6
'RANA_ZEBA'	GRINcore_2009_Lab_Aberdeen	56.3
'METHONI'	GRINcore_2009_Lab_Aberdeen	46.1
'SERT|PI341729'	GRINcore_2009_Lab_Aberdeen	43.6
'SENATORE_CAPPELLI'	GRINcore_2009_Lab_Aberdeen	55.1
'451-2'	GRINcore_2009_Lab_Aberdeen	42.4
'321-VII/34'	GRINcore_2009_Lab_Aberdeen	48.6
'318-VII/37'	GRINcore_2009_Lab_Aberdeen	48.8
'439-IX/95'	GRINcore_2009_Lab_Aberdeen	54.9
'FAO26.330'	GRINcore_2009_Lab_Aberdeen	55
'JALALABADI'	GRINcore_2009_Lab_Aberdeen	59
'764-VII/11-A/2'	GRINcore_2009_Lab_Aberdeen	62.1
'GERARDO624'	GRINcore_2009_Lab_Aberdeen	47
'VALGIORGIO'	GRINcore_2009_Lab_Aberdeen	50.5
'VALLEGA_ZITELLI611'	GRINcore_2009_Lab_Aberdeen	55.8
'CAIRO_EX-PAK'	GRINcore_2009_Lab_Aberdeen	48.6
'FAO29.936'	GRINcore_2009_Lab_Aberdeen	51.6
'FAO29.914'	GRINcore_2009_Lab_Aberdeen	47.9
'FAO29.917'	GRINcore_2009_Lab_Aberdeen	51.4
'FAO29.918'	GRINcore_2009_Lab_Aberdeen	45.8
'FAO29.975'	GRINcore_2009_Lab_Aberdeen	47
'20/71'	GRINcore_2009_Lab_Aberdeen	51.8
'DF31/71'	GRINcore_2009_Lab_Aberdeen	50.1
'DF60/71'	GRINcore_2009_Lab_Aberdeen	38.6
'DURAMBA'	GRINcore_2009_Lab_Aberdeen	44.4
'2581-2-5-10'	GRINcore_2009_Lab_Aberdeen	50
'CANDEAL_DURUMBUCK'	GRINcore_2009_Lab_Aberdeen	61
'PARANA66/207'	GRINcore_2009_Lab_Aberdeen	39.4
'TAGANROG_BUCK_BALCARCE'	GRINcore_2009_Lab_Aberdeen	60
'ABU_FASHIT'	GRINcore_2009_Lab_Aberdeen	42.8
'DUBBIE'	GRINcore_2009_Lab_Aberdeen	52.4
'MINKA_B'	GRINcore_2009_Lab_Aberdeen	54.1
'NEVEH_YAAR51'	GRINcore_2009_Lab_Aberdeen	53.5
'36-6'	GRINcore_2009_Lab_Aberdeen	47
'DIKWA46'	GRINcore_2009_Lab_Aberdeen	51.7
'DIKWA_WIT34'	GRINcore_2009_Lab_Aberdeen	48.9
'DIKWA_WIT39'	GRINcore_2009_Lab_Aberdeen	47.3
'DIKWA_WIT40'	GRINcore_2009_Lab_Aberdeen	54.2
'WURNO2'	GRINcore_2009_Lab_Aberdeen	54.6
'IAR/W/4-3'	GRINcore_2009_Lab_Aberdeen	46.2
'IAR/W/36-3'	GRINcore_2009_Lab_Aberdeen	44.6
'IAR/W/144-2'	GRINcore_2009_Lab_Aberdeen	50
'LINE76'	GRINcore_2009_Lab_Aberdeen	50.3
'T-2'	GRINcore_2009_Lab_Aberdeen	45.4
'APULICUM233'	GRINcore_2009_Lab_Aberdeen	43.5
'II/1'	GRINcore_2009_Lab_Aberdeen	54.9
'II/2'	GRINcore_2009_Lab_Aberdeen	55.2
'II/3'	GRINcore_2009_Lab_Aberdeen	51.8
'TAUTE'	GRINcore_2009_Lab_Aberdeen	47
'II/7'	GRINcore_2009_Lab_Aberdeen	39.5
'LEUCURUM3|PI420647'	GRINcore_2009_Lab_Aberdeen	48.8
'DAMARY'	GRINcore_2009_Lab_Aberdeen	48.9
'BOUNI'	GRINcore_2009_Lab_Aberdeen	51.4
'ST-33'	GRINcore_2009_Lab_Aberdeen	57.9
'BOHR'	GRINcore_2009_Lab_Aberdeen	55.2
'MG27045'	GRINcore_2009_Lab_Aberdeen	45.6
'MG27069'	GRINcore_2009_Lab_Aberdeen	54.9
'MG17970'	GRINcore_2009_Lab_Aberdeen	50.4
'MG17978'	GRINcore_2009_Lab_Aberdeen	49.5
'MG17980'	GRINcore_2009_Lab_Aberdeen	59.6
'MG17991'	GRINcore_2009_Lab_Aberdeen	46.8
'MG18017|PI470868'	GRINcore_2009_Lab_Aberdeen	50.1
'MG18026'	GRINcore_2009_Lab_Aberdeen	47
'MG18047'	GRINcore_2009_Lab_Aberdeen	54
'MG18058|PI470903'	GRINcore_2009_Lab_Aberdeen	55.4
'MG18059'	GRINcore_2009_Lab_Aberdeen	52
'TRIGO|PI477867'	GRINcore_2009_Lab_Aberdeen	50.6
'TRIGO|PI477881'	GRINcore_2009_Lab_Aberdeen	53.9
'TRIGO|PI477895'	GRINcore_2009_Lab_Aberdeen	45.3
'ESTAQUILLA'	GRINcore_2009_Lab_Aberdeen	61.8
'D78177'	GRINcore_2009_Lab_Aberdeen	47.7
'R-88'	GRINcore_2009_Lab_Aberdeen	56.9
'MG31033'	GRINcore_2009_Lab_Aberdeen	43.7
'MG31081'	GRINcore_2009_Lab_Aberdeen	49.2
'MG31117'	GRINcore_2009_Lab_Aberdeen	57.3
'MG31262'	GRINcore_2009_Lab_Aberdeen	41.9
'IQ7'	GRINcore_2009_Lab_Aberdeen	60.9
'IQ117'	GRINcore_2009_Lab_Aberdeen	52.4
'IQ118'	GRINcore_2009_Lab_Aberdeen	49.9
'SY265'	GRINcore_2009_Lab_Aberdeen	52.3
'D79209'	GRINcore_2009_Lab_Aberdeen	49.9
'KU1522'	GRINcore_2009_Lab_Aberdeen	54.4
'D8016'	GRINcore_2009_Lab_Aberdeen	52
'CAR1856'	GRINcore_2009_Lab_Aberdeen	48.6
'CAR1860'	GRINcore_2009_Lab_Aberdeen	44.1
'CAR1919'	GRINcore_2009_Lab_Aberdeen	49.3
'CAR1938'	GRINcore_2009_Lab_Aberdeen	49
'D6714'	GRINcore_2009_Lab_Aberdeen	45.8
'CUZQUENO'	GRINcore_2009_Lab_Aberdeen	42.8
'BRANT'	GRINcore_2009_Lab_Aberdeen	45.3
'12889-1L-1AP-5AP-OAP'	GRINcore_2009_Lab_Aberdeen	54.9
'CD14817-3S-2AP-1AP-OAP'	GRINcore_2009_Lab_Aberdeen	55.5
'L002-1AP-1AP-1AP-0AP'	GRINcore_2009_Lab_Aberdeen	49
'CM19742-D-5Y-1M-2Y-2Y'	GRINcore_2009_Lab_Aberdeen	54
'CHORLITO__S'	GRINcore_2009_Lab_Aberdeen	45
'A-3308-2P-1P-1PA'	GRINcore_2009_Lab_Aberdeen	46.4
'L038-4AP-2AP-2AP-0AP'	GRINcore_2009_Lab_Aberdeen	50.9
'II-23062-1P-5P-1P'	GRINcore_2009_Lab_Aberdeen	44.7
'L038-4AP-3AP-1AP-0AP'	GRINcore_2009_Lab_Aberdeen	49.7
'1198-A.2.A.1'	GRINcore_2009_Lab_Aberdeen	51.5
'D27676-10M-4Y-1M-OY'	GRINcore_2009_Lab_Aberdeen	57.4
'D31761-2L-0L'	GRINcore_2009_Lab_Aberdeen	48
'D31604-100L-OL'	GRINcore_2009_Lab_Aberdeen	45.9
'D73121'	GRINcore_2009_Lab_Aberdeen	49.7
'D7158'	GRINcore_2009_Lab_Aberdeen	47.2
'GIORGIO449R'	GRINcore_2009_Lab_Aberdeen	45.7
'TRIGO48'	GRINcore_2009_Lab_Aberdeen	43.7
'CB047'	GRINcore_2009_Lab_Aberdeen	49.3
'D31604-4L-0L'	GRINcore_2009_Lab_Aberdeen	47.6
'MEMO_S'	GRINcore_2009_Lab_Aberdeen	51.7
'RL7075'	GRINcore_2009_Lab_Aberdeen	47.2
'D68-5-18A-1A'	GRINcore_2009_Lab_Aberdeen	51.2
'S718'	GRINcore_2009_Lab_Aberdeen	50.9
'H27'	GRINcore_2009_Lab_Aberdeen	51.9
'HEDBA3'	GRINcore_2009_Lab_Aberdeen	56.7
'ND574'	GRINcore_2009_Lab_Aberdeen	40
'POCHARD__S'	GRINcore_2009_Lab_Aberdeen	45.5
'CD10549-H54-2Y-5M-OY'	GRINcore_2009_Lab_Aberdeen	51.7
'CD13557-J-3Y-3M-1Y-OM'	GRINcore_2009_Lab_Aberdeen	53.8
'CD19608-A-3Y-1M-OY'	GRINcore_2009_Lab_Aberdeen	52.3
'II21566'	GRINcore_2009_Lab_Aberdeen	53.3
'PORZANA__S'	GRINcore_2009_Lab_Aberdeen	53.4
'D8269'	GRINcore_2009_Lab_Aberdeen	54.2
'1008'	GRINcore_2009_Lab_Aberdeen	48.5
'1034'	GRINcore_2009_Lab_Aberdeen	48
'1182|PI525371'	GRINcore_2009_Lab_Aberdeen	43.8
'1268'	GRINcore_2009_Lab_Aberdeen	58.6
'1345'	GRINcore_2009_Lab_Aberdeen	51.6
'1385'	GRINcore_2009_Lab_Aberdeen	60
'2793|PI532140'	GRINcore_2009_Lab_Aberdeen	43.2
'GREDHO'	GRINcore_2009_Lab_Aberdeen	47.7
'MUSANE_AND_BYAZA'	GRINcore_2009_Lab_Aberdeen	47.4
'MUSANE|PI532288'	GRINcore_2009_Lab_Aberdeen	42.3
'MUSANE|PI532289'	GRINcore_2009_Lab_Aberdeen	42.1
'MUSANE|PI532292'	GRINcore_2009_Lab_Aberdeen	42.5
'MG07769'	GRINcore_2009_Lab_Aberdeen	44.1
'MAHMOUDI|PI534343'	GRINcore_2009_Lab_Aberdeen	56.5
'CHILI|PI534351'	GRINcore_2009_Lab_Aberdeen	60.1
'MG18155'	GRINcore_2009_Lab_Aberdeen	54.4
'MAMHOUDI'	GRINcore_2009_Lab_Aberdeen	59.4
'MG18260'	GRINcore_2009_Lab_Aberdeen	52.7
'MG26428'	GRINcore_2009_Lab_Aberdeen	51.7
'KYLE'	GRINcore_2009_Lab_Aberdeen	52.1
'M-1068'	GRINcore_2009_Lab_Aberdeen	50.6
'TRIGO|PI565264'	GRINcore_2009_Lab_Aberdeen	50.8
'15045'	GRINcore_2009_Lab_Aberdeen	46.3
'IWA8606104'	GRINcore_2009_Lab_Aberdeen	46.2
'IWA8607599'	GRINcore_2009_Lab_Aberdeen	45.8
'IWA8608173'	GRINcore_2009_Lab_Aberdeen	54.6
'IWA8608275'	GRINcore_2009_Lab_Aberdeen	48.1
'IWA8608483'	GRINcore_2009_Lab_Aberdeen	52.1
'IWA8608511'	GRINcore_2009_Lab_Aberdeen	51
'IWA8608796'	GRINcore_2009_Lab_Aberdeen	44.9
'IWA8609135'	GRINcore_2009_Lab_Aberdeen	71.8
'IWA8609455'	GRINcore_2009_Lab_Aberdeen	66
'IWA8611604'	GRINcore_2009_Lab_Aberdeen	53.3
'IWA8606065'	GRINcore_2009_Lab_Aberdeen	51.5
'IWA8606720'	GRINcore_2009_Lab_Aberdeen	58.4
'IWA8607335'	GRINcore_2009_Lab_Aberdeen	52.5
'IWA8607388'	GRINcore_2009_Lab_Aberdeen	56.6
'IWA8607390'	GRINcore_2009_Lab_Aberdeen	48
'IWA8607406'	GRINcore_2009_Lab_Aberdeen	51.4
'IWA8607412'	GRINcore_2009_Lab_Aberdeen	47.4
'IWA8607450'	GRINcore_2009_Lab_Aberdeen	53.9
'IWA8607460'	GRINcore_2009_Lab_Aberdeen	51.4
'IWA8607524'	GRINcore_2009_Lab_Aberdeen	43.8
'IWA8607533'	GRINcore_2009_Lab_Aberdeen	54.1
'IWA8607581'	GRINcore_2009_Lab_Aberdeen	42.1
'IWA8607610'	GRINcore_2009_Lab_Aberdeen	54.4
'IWA8607668'	GRINcore_2009_Lab_Aberdeen	55.4
'IWA8607721'	GRINcore_2009_Lab_Aberdeen	58.4
'IWA8607833'	GRINcore_2009_Lab_Aberdeen	50.9
'IWA8607889'	GRINcore_2009_Lab_Aberdeen	50.6
'IWA8607891'	GRINcore_2009_Lab_Aberdeen	53.7
'IWA8608279'	GRINcore_2009_Lab_Aberdeen	54.3
'IWA8608285'	GRINcore_2009_Lab_Aberdeen	56
'IWA8608298'	GRINcore_2009_Lab_Aberdeen	54.4
'IWA8608303'	GRINcore_2009_Lab_Aberdeen	50.3
'IWA8608331'	GRINcore_2009_Lab_Aberdeen	55.1
'IWA8608343'	GRINcore_2009_Lab_Aberdeen	55.1
'IWA8608383'	GRINcore_2009_Lab_Aberdeen	51.6
'IWA8608406'	GRINcore_2009_Lab_Aberdeen	53.6
'IWA8608440'	GRINcore_2009_Lab_Aberdeen	54.1
'IWA8608450'	GRINcore_2009_Lab_Aberdeen	54.7
'IWA8608457'	GRINcore_2009_Lab_Aberdeen	47.9
'IWA8608469'	GRINcore_2009_Lab_Aberdeen	49.7
'IWA8608485'	GRINcore_2009_Lab_Aberdeen	51.4
'IWA8608486'	GRINcore_2009_Lab_Aberdeen	50.6
'IWA8608533'	GRINcore_2009_Lab_Aberdeen	54.8
'IWA8608546'	GRINcore_2009_Lab_Aberdeen	57.7
'IWA8608774'	GRINcore_2009_Lab_Aberdeen	51.4
'IWA8608812'	GRINcore_2009_Lab_Aberdeen	51
'IWA8608813'	GRINcore_2009_Lab_Aberdeen	51.3
'IWA8608863'	GRINcore_2009_Lab_Aberdeen	49.8
'IWA8608918'	GRINcore_2009_Lab_Aberdeen	53.8
'IWA8608949'	GRINcore_2009_Lab_Aberdeen	47.8
'IWA8608959'	GRINcore_2009_Lab_Aberdeen	51.1
'IWA8608985'	GRINcore_2009_Lab_Aberdeen	50
'IWA8609000'	GRINcore_2009_Lab_Aberdeen	51.8
'IWA8609024'	GRINcore_2009_Lab_Aberdeen	54.1
'IWA8609028'	GRINcore_2009_Lab_Aberdeen	54.7
'IWA8610588'	GRINcore_2009_Lab_Aberdeen	55.8
'IWA8610979'	GRINcore_2009_Lab_Aberdeen	51
'IWA8614075'	GRINcore_2009_Lab_Aberdeen	47.5
'IWA8614082'	GRINcore_2009_Lab_Aberdeen	48.5
'IWA8602589'	GRINcore_2009_Lab_Aberdeen	47.4
'IWA8604249'	GRINcore_2009_Lab_Aberdeen	50
'IWA8604379'	GRINcore_2009_Lab_Aberdeen	43.3
'CANELO'	GRINcore_2009_Lab_Aberdeen	42.9
'S99B34'	GRINcore_2009_Lab_Aberdeen	42.2
'HAMIRA|CITR6874'	GRINcore_2009_Lab_Aberdeen	55.6
'I/140'	GRINcore_2009_Lab_Aberdeen	29.1
'NORIN4'	GRINcore_2009_Lab_Aberdeen	33.5
'FAO33.373'	GRINcore_2009_Lab_Aberdeen	43
'ZIRAAT'	GRINcore_2009_Lab_Aberdeen	42.5
'IWA8611149'	GRINcore_2009_Lab_Aberdeen	50.6
'IWA8611875'	GRINcore_2009_Lab_Aberdeen	51.4
'IWA8600241'	GRINcore_2009_Lab_Aberdeen	48.8
'IWA8600375'	GRINcore_2009_Lab_Aberdeen	53.2
'IWA8604083'	GRINcore_2009_Lab_Aberdeen	55.1
'IWA8604142'	GRINcore_2009_Lab_Aberdeen	48.5
'IWA8604615'	GRINcore_2009_Lab_Aberdeen	42.4
'MANGALON_DE_MONTILLA'	GRINcore_2009_Lab_Aberdeen	41
